Area_m,Northing,Datasource,Year,UniqueID,Region,Easting,COUNT,DODMIN,DODMAX,DODRANGE,DODMEAN,DODSTD,DODSUM,DODf,Volume_m,DODMEDIAN,Shape_Leng,Shape_Area,FeatID,nn_fit,DODcls
3235,7695028,AD,2016,1323,APTC,573244,805.00000000000,-1.47281455994,1.78051042557,3.25332498550,0.00950873628,0.63315218172,7.65453270543,4,-31.00000000000,-0.00262641907,271.49161922200,3235.49596025000,22,464.31757810000,0
1765,7694914,AD,2016,1324,APTC,573420,441.00000000000,-0.78413951397,1.15313482285,1.93727433681,0.29918476435,0.37845395767,131.94048107900,4,-528.00000000000,0.31655907631,275.13445616500,1764.85624592000,23,202.34825800000,0
794,7694451,AD,2016,1325,APTC,572752,197.00000000000,-0.39111185074,1.06738448143,1.45849633217,0.37515412369,0.33098223667,73.90536236760,4,-296.00000000000,0.34675836563,151.75333073000,794.10469882300,24,67.68813018000,0
3927,7695160,AD,2016,1326,APTC,571212,985.00000000000,-1.04060280323,1.77263355255,2.81323635578,0.32279740972,0.50759678211,317.95544857800,4,-1272.00000000000,0.32224702835,440.52467012900,3926.55095009000,25,605.65287190000,0
9916,7675487,AD,2016,1327,APTC,571991,2479.00000000000,-2.61952590942,2.55201911926,5.17154502869,0.15024112588,0.83834511221,372.44775104500,4,-1490.00000000000,0.23069572449,591.18748904100,9916.23093581000,26,2156.20552800000,0
6315,7673737,AD,2016,1328,APTC,571772,1575.00000000000,-2.51208877563,1.41905212402,3.93114089966,-0.22067328680,0.69388391351,-347.56042671200,4,1390.00000000000,-0.17269706726,508.03150758900,6315.18880283000,27,1161.58426000000,1
9014,7673307,AD,2016,1329,APTC,571081,2249.00000000000,-3.52987098694,2.42453575134,5.95440673828,-0.22570828090,0.97333377325,-507.61792373700,4,2030.00000000000,-0.06068420410,743.54117191700,9014.03062214000,28,1891.95265000000,1
6236,7677262,AD,2016,1330,APTC,570526,1553.00000000000,-2.20222663879,2.02586936951,4.22809600830,0.13728604068,0.74377442326,213.20522117600,4,-853.00000000000,0.17356109619,598.29176066000,6236.45565493000,29,1141.71011300000,0
10187,7673085,AD,2016,1331,APTC,570253,2544.00000000000,-3.81361961365,1.80608367920,5.61970329285,-0.77822583876,0.96995148645,-1979.80653381000,4,7919.00000000000,-0.59054946899,562.60026515100,10186.82836010000,30,2237.39527900000,1
5969,7673204,AD,2016,1332,APTC,569596,1498.00000000000,-2.73085021973,1.15164375305,3.88249397278,-0.17169240638,0.56384735232,-257.19522476200,4,1029.00000000000,-0.10653495789,538.46406923900,5968.52938837000,31,1075.23444400000,0
2905,7672893,AD,2016,1333,APTC,569189,725.00000000000,-1.12998962402,1.38360786438,2.51359748840,0.10809225674,0.48419060722,78.36688613890,4,-313.00000000000,0.10434341431,326.91427588200,2905.49757094000,32,400.64252870000,0
4899,7677913,AD,2016,1334,APTC,568667,1229.00000000000,-2.53279876709,1.04130840302,3.57410717010,-0.45905614578,0.65031149872,-564.18000316600,4,2257.00000000000,-0.36889457703,513.28866808900,4898.87164102000,33,820.14532190000,1
4354,7677464,AD,2016,1335,APTC,568538,1088.00000000000,-1.56493759155,1.46405029297,3.02898788452,0.02642323953,0.55955037250,28.74848461150,4,-115.00000000000,0.01001262665,419.01110764700,4354.13155788000,34,697.71225970000,0
3182,7674141,AD,2016,1336,APTC,567347,788.00000000000,-1.20976638794,1.42624855042,2.63601493835,0.23013966217,0.50744255770,181.35005378700,4,-725.00000000000,0.26126194000,293.45102915300,3182.29022998000,35,453.92110450000,0
2280,7676813,AD,2016,1337,APTC,566276,574.00000000000,-1.70867347717,1.40480232239,3.11347579956,-0.33761653501,0.61330894411,-193.79189109800,4,775.00000000000,-0.37532949448,211.74432962900,2279.66380773000,36,287.42620550000,1
2730,7676317,AD,2016,1338,APTC,566263,682.00000000000,-2.08524799347,1.38739299774,3.47264099121,-0.14456279397,0.54548240294,-98.59182548520,4,394.00000000000,-0.12315273285,292.76880779500,2730.08283827000,37,367.93090810000,1
2243,7676231,AD,2016,1339,APTC,566200,562.00000000000,-1.42208099365,1.17375183105,2.59583282471,-0.03969273279,0.49088130183,-22.30731582640,4,89.00000000000,0.00000000000,329.78376492100,2243.39286140000,38,281.05127860000,0
15739,7676031,AD,2016,1340,APTC,566197,3937.00000000000,-3.25283050537,5.12176513672,8.37459564209,0.29226592328,1.34714978330,1150.65093994000,4,-4603.00000000000,0.23609542847,637.70109640300,15738.63125870000,39,4062.01721300000,0
18121,7675017,AD,2016,1341,APTC,566314,4526.00000000000,-3.74564743042,3.34364509583,7.08929252625,-0.04869730811,1.07261335638,-220.40401649500,4,882.00000000000,-0.00996923447,665.48743121200,18121.03614410000,40,4927.71644500000,0
6809,7683983,AD,2016,1342,APTC,570218,1704.00000000000,-1.45206165314,2.38952159882,3.84158325195,0.33428472868,0.64752282367,569.62117767300,4,-2278.00000000000,0.31056594849,654.38588695700,6809.36118225000,41,1287.92849000000,0
11913,7690618,AD,2016,1343,APTC,588683,2975.00000000000,-3.29280853271,1.35122680664,4.64403533936,-0.49220690559,0.96414293294,-1464.31554413000,4,5857.00000000000,-0.31137084961,956.03862124900,11913.11548730000,42,2772.85511300000,1
2284,7697004,AD,2016,1344,APTC,583429,575.00000000000,-0.66744518280,1.49918174744,2.16662693024,0.44623786000,0.39099389984,256.58676950000,4,-1026.00000000000,0.45261502266,372.88738188600,2283.74448979000,43,288.11769890000,0
1082,7694516,AD,2016,1345,APTC,572717,272.00000000000,-0.41166114807,1.09549975395,1.50716090202,0.37434469339,0.32348498731,101.82175660100,4,-407.00000000000,0.38155674934,259.25973299400,1082.11254488000,44,103.45853130000,0
1016,7694386,AD,2016,1346,APTC,572784,251.00000000000,-0.50841760635,1.37567234039,1.88408994675,0.49700979123,0.41506492673,124.74945759800,4,-499.00000000000,0.47088241577,259.86912045700,1015.52832089000,45,94.90643124000,0
2156,7691395,AD,2016,1347,APTC,589219,541.00000000000,-1.26033020020,1.13591384888,2.39624404907,0.02091680833,0.49374503021,11.31599330900,4,-45.00000000000,0.01409721375,324.28040736300,2156.25223185000,46,266.21551420000,0
10477,7636161,AD,2016,1348,APTC,553370,2625.00000000000,-2.07439041138,2.25152969360,4.32592010498,-0.09501791527,0.67560925376,-249.42202758800,4,998.00000000000,-0.07761383057,702.01671019300,10476.80642940000,47,2325.16866000000,0
892,7659124,AD,2016,1349,APTC,555413,224.00000000000,-0.53321075440,1.15543746948,1.68864822388,0.31648140294,0.34364318537,70.89183425900,4,-284.00000000000,0.31866073608,229.54256001000,891.73149168400,48,79.39663604000,0
1141,7659156,AD,2016,1350,APTC,554039,285.00000000000,-0.70792007446,0.83956909180,1.54748916626,0.02565045273,0.33372707408,7.31037902832,4,-29.00000000000,0.02183914185,148.71423498300,1140.64929844000,49,111.26953840000,0
459,7659975,AD,2016,1351,APTC,552691,115.00000000000,-0.29794120789,1.02977943420,1.32772064209,0.37878442847,0.31208316787,43.56020927430,4,-174.00000000000,0.40593338013,116.03351694600,458.64504882400,50,31.93268608000,0
36888,7659112,AD,2016,1352,APTC,551783,9228.00000000000,-6.36820602417,3.11501312256,9.48321914673,-2.04031177925,2.05718107099,-18827.99709890000,4,75312.00000000000,-1.82185745239,1087.38334517000,36888.40031570000,51,13056.78941000000,1
1521,7655617,AD,2016,1353,APTC,551297,375.00000000000,-0.69303131104,1.08095169067,1.77398300171,0.27933821615,0.39486262239,104.75183105500,4,-419.00000000000,0.27475357056,269.98095584200,1520.73099914000,52,165.01378200000,0
4817,7659832,AD,2016,1354,APTC,550586,1207.00000000000,-1.70568847656,1.41978263855,3.12547111511,0.19299332367,0.49567265170,232.94294166600,4,-932.00000000000,0.22003173828,396.64993132700,4816.76135736000,53,801.38511130000,0
30401,7589699,AD,2016,1355,APTC,555175,7596.00000000000,-3.74366760254,4.82040405273,8.56407165527,-0.11916799279,1.31701306035,-905.20007324200,4,3621.00000000000,-0.08219909668,1239.51460397000,30401.10064720000,54,10015.83944000000,0
1344,7589475,AD,2016,1356,APTC,555100,340.00000000000,-1.25616455078,1.57748413086,2.83364868164,0.16815257353,0.55619393907,57.17187500000,4,-229.00000000000,0.21498107910,207.71745916000,1344.47787689000,55,139.27193460000,0
1670,7587832,AD,2016,1357,APTC,554248,418.00000000000,-0.37044525147,1.32933807373,1.69978332520,0.43414726440,0.33983302523,181.47355651900,4,-726.00000000000,0.43721771240,177.37062516400,1669.91980881000,56,187.56851940000,0
660,7601781,AD,2016,1358,APTC,564270,167.00000000000,-0.19629669190,1.75000000000,1.94629669189,0.67038763355,0.40173344113,111.95473480200,4,-448.00000000000,0.71376037598,170.28045596600,659.95954209600,57,52.53684876000,0
259,7600023,AD,2016,1359,APTC,561186,65.00000000000,0.00000000000,0.50000000000,0.50000000000,0.00769230769,0.06153846154,0.50000000000,4,-2.00000000000,0.00000000000,66.53441073960,258.73359985300,58,14.57327918000,0
639,7614575,AD,2016,1360,APTC,569940,160.00000000000,-0.72458648682,1.24806213379,1.97264862061,0.35164403915,0.43822230287,56.26304626460,4,-225.00000000000,0.33136749268,148.51157329200,638.71878077000,59,50.25888252000,0
11538,7613483,AD,2016,1361,APTC,569647,2880.00000000000,-1.96704864502,2.47904968262,4.44609832764,0.43972845342,0.73685784341,1266.41794586000,4,-5066.00000000000,0.48034667969,632.37318916800,11538.36978540000,60,2653.90273600000,0
2018,7617966,AD,2016,1362,APTC,569403,502.00000000000,-0.58938598633,1.49967956543,2.08906555176,0.45736215599,0.38821357077,229.59580230700,4,-918.00000000000,0.45961380005,479.84935607300,2018.31266059000,61,243.13733340000,0
4000,7617348,AD,2016,1363,APTC,569198,998.00000000000,-0.93532562256,1.64776611328,2.58309173584,0.22613370204,0.46538455701,225.68143463100,4,-903.00000000000,0.20595169067,299.81762727200,4000.48044160000,62,621.13995980000,0
19961,7613657,AD,2016,1364,APTC,569426,4993.00000000000,-2.74904632568,3.29839324951,6.04743957520,-0.00049529333,1.16710628438,-2.47299957275,4,10.00000000000,0.03571319580,968.08014583000,19960.55087880000,63,5626.29252000000,0
1975,7611067,AD,2016,1365,APTC,569003,496.00000000000,-1.29318237305,1.08654022217,2.37972259521,-0.17336177826,0.51163044104,-85.98744201660,4,344.00000000000,-0.18215179443,186.48886211700,1974.81407269000,64,236.06330020000,1
13687,7611758,AD,2016,1366,APTC,568895,3421.00000000000,-4.80414581299,1.64075469971,6.44490051270,-0.44684075849,0.92643243577,-1528.64223480000,4,6115.00000000000,-0.32425689697,787.63862691600,13686.52665210000,65,3354.07530600000,1
38417,7618539,AD,2016,1367,APTC,567848,9603.00000000000,-3.50545501709,8.70462036133,12.21007537840,-0.50442802734,1.28112138136,-4844.02234650000,4,19376.00000000000,-0.47502899170,1194.15966462000,38416.68548900000,66,13804.35807000000,1
1346,7618206,AD,2016,1368,APTC,567635,338.00000000000,-2.81073760986,3.07156372070,5.88230133057,0.32970539070,1.09877424382,111.44042205800,4,-446.00000000000,0.27864456177,249.68520565700,1345.55294592000,67,139.55612510000,0
1945,7618057,AD,2016,1369,APTC,567496,490.00000000000,-1.14555358887,1.25295257568,2.39850616455,0.06280551833,0.51077504615,30.77470397950,4,-123.00000000000,0.04914855957,322.17685707500,1944.53541098000,68,231.16157440000,0
11247,7620256,AD,2016,1370,APTC,569385,2800.00000000000,-2.95098114014,1.82088470459,4.77186584473,-0.06438252585,0.75054541300,-180.27107238800,4,721.00000000000,0.01074600220,739.36514534000,11247.03963940000,69,2562.57640800000,0
2439,7646732,AD,2016,1371,APTC,569834,609.00000000000,-6.66777324677,2.67700767517,9.34478092194,-0.46734429678,1.86136469850,-284.61267674000,4,1138.00000000000,-0.07530307770,297.67743901300,2438.73729324000,70,315.25441050000,1
1955,7648934,AD,2016,1372,APTC,569367,479.00000000000,-3.64259147644,1.00849556923,4.65108704567,-1.07367234040,0.84183041772,-514.28905105300,4,2057.00000000000,-1.09405183792,298.90965062900,1954.78789900000,71,232.79238970000,1
31020,7640750,AD,2016,1373,APTC,566370,7742.00000000000,-7.55971527100,3.95887184143,11.51858711240,0.08458254665,1.70850876162,654.83807615700,4,-2619.00000000000,0.36079698801,1540.70162486000,31019.67277860000,72,10296.45723000000,0
26486,7641160,AD,2016,1374,APTC,566663,6637.00000000000,-5.64477920532,3.03036308289,8.67514228821,-0.57881951542,1.32705596331,-3841.62512383000,4,15367.00000000000,-0.40413200855,1058.88762246000,26485.77421580000,73,8291.08746800000,1
12299,7641155,AD,2016,1375,APTC,566312,3083.00000000000,-8.24239063263,4.39967632294,12.64206695560,-1.46957153346,2.17658589856,-4530.68903765000,4,18123.00000000000,-0.88490533829,870.06876793800,12298.62124330000,74,2896.75555400000,1
13762,7626289,AD,2016,1376,APTC,550828,3446.00000000000,-3.33199310303,2.31321716309,5.64521026611,0.06754501352,0.66311665906,232.76011657700,4,-931.00000000000,0.08395385742,1207.17893737000,13762.25217670000,75,3379.29627100000,0
10163,7630944,AD,2016,1377,APTC,569673,2540.00000000000,-9.31967926025,2.05934643745,11.37902569770,-3.98112141860,3.19782000672,-10112.04840330000,4,40448.00000000000,-4.23072409630,455.01407692600,10162.73567110000,76,2230.17235400000,1
3812,7630797,AD,2016,1378,APTC,569742,953.00000000000,-2.93189907074,1.38957023621,4.32146930695,-0.45583037677,1.04910763808,-434.40634906300,4,1738.00000000000,-0.25000000000,336.43399358600,3812.38053111000,77,581.47174560000,1
1895,7631048,AD,2016,1379,APTC,569631,472.00000000000,-0.26573133469,4.09993171692,4.36566305161,1.61152204734,1.02204679859,760.63840634600,4,-3043.00000000000,1.47004342079,189.48342830000,1894.73625847000,78,223.05430070000,0
2308,7631032,AD,2016,1380,APTC,566820,575.00000000000,-4.59521484375,1.79134988785,6.38656473160,-0.96104233204,1.31907362904,-552.59934092300,4,2210.00000000000,-0.70370960236,238.19760197900,2308.49370685000,79,292.27607690000,1
16364,7637280,AD,2016,1381,APTC,566171,4085.00000000000,-4.85820484161,3.39299201965,8.25119686127,-0.28791552478,1.22196440449,-1176.13491873000,4,4705.00000000000,-0.15041375160,986.51917733600,16364.22805360000,80,4284.75823600000,1
13361,7634561,AD,2016,1382,APTC,563868,3346.00000000000,-3.78489542007,4.14675188065,7.93164730072,-0.01546197510,1.45199458107,-51.73576868230,4,207.00000000000,-0.07936811447,1062.03065389000,13361.17833050000,81,3245.04547100000,0
24396,7634707,AD,2016,1383,APTC,563301,6095.00000000000,-4.51121139526,8.01019668579,12.52140808110,1.44559596669,1.60031813015,8810.90741698000,4,-35244.00000000000,1.18254852295,1547.74566790000,24396.42824340000,82,7407.55063400000,0
16761,7638695,AD,2016,1384,APTC,562835,4187.00000000000,-3.48447322845,5.82648849487,9.31096172333,0.21015721312,1.43552916611,879.92825131100,4,-3520.00000000000,0.10539150238,1327.35598431000,16761.40418330000,83,4427.89865100000,0
4853,7638515,AD,2016,1385,APTC,563206,1209.00000000000,-1.93269157410,3.63417291641,5.56686449051,0.84625932053,0.90968548962,1023.12751852000,4,-4093.00000000000,0.70232772827,604.51069760000,4852.82080323000,84,809.60683650000,0
407,7637912,AD,2016,1386,APTC,563226,102.00000000000,-0.32826137543,1.09174680710,1.42000818253,0.28901762778,0.31323494928,29.47979803380,4,-118.00000000000,0.22884321213,94.15008890460,407.49432017200,85,27.08015458000,0
895,7637832,AD,2016,1387,APTC,563231,223.00000000000,-1.74473226070,1.18536090851,2.93009316921,-0.10120449553,0.59362417074,-22.56860250230,4,90.00000000000,0.00942230225,117.32281709300,895.04511841900,86,79.76292548000,1
1272,7637508,AD,2016,1388,APTC,563156,322.00000000000,-1.68782615662,2.19543075562,3.88325691223,0.47774791960,0.75235948089,153.83483011200,4,-615.00000000000,0.45119655132,238.97187862800,1271.73764557000,87,129.14667240000,0
4869,7632753,AD,2016,1389,APTC,565237,1223.00000000000,-1.52626299858,3.73009014130,5.25635313988,0.54659145878,0.74224204334,668.48135408200,4,-2674.00000000000,0.44047951698,896.56355718900,4869.24474635000,88,813.26821340000,0
95701,7637253,AD,2016,1390,APTC,564783,23915.00000000000,-17.88754081730,5.95690774918,23.84444856640,-0.97208563312,2.26317877415,-23247.42791620000,4,92990.00000000000,-0.71808665991,5174.09432322000,95700.96929180000,89,48241.22678000000,1
42688,7647641,AD,2016,1391,APTC,554642,10682.00000000000,-6.11656570435,4.53035736084,10.64692306520,-0.23356189792,1.52853739844,-2494.90819359000,4,9980.00000000000,-0.03937911987,1639.08536135000,42688.12644340000,90,15950.62642000000,0
11614,7648041,AD,2016,1392,APTC,554063,2909.00000000000,-1.87127685547,4.09096527100,5.96224212646,1.22181819550,1.14139631793,3554.26913071000,4,-14217.00000000000,1.07850265503,754.74388439000,11614.03054280000,91,2677.89619200000,0
3189,7647852,AD,2016,1393,APTC,554247,797.00000000000,-0.34115982056,2.93887329102,3.28003311157,0.99327206582,0.61903469116,791.63783645600,4,-3167.00000000000,0.91254043579,535.05268643200,3188.70002319000,92,455.29056840000,0
6370,7643660,AD,2016,1394,APTC,551870,1593.00000000000,-4.43531417847,1.86725997925,6.30257415771,-0.74565468385,1.31230103191,-1187.82791138000,4,4751.00000000000,-0.42969894409,426.57826812800,6369.83992758000,93,1175.47530500000,1
6777,7645964,AD,2016,1395,APTC,550519,1702.00000000000,-1.28749847412,1.88401412964,3.17151260376,0.06347288452,0.48812554670,108.03084945700,4,-432.00000000000,0.02524280548,631.17092864200,6777.15279399000,94,1279.63810500000,0
10998,7643879,AD,2016,1396,APTC,550847,2756.00000000000,-4.38113403320,3.65446472168,8.03559875488,0.11182802613,1.26000370122,308.19804000900,4,-1233.00000000000,0.03275489807,717.93146799100,10998.16744580000,95,2485.12312900000,0
5402,7643526,AD,2016,1397,APTC,550926,1354.00000000000,-2.38026428223,3.29832077026,5.67858505249,0.07174603450,0.89701374565,97.14413070680,4,-389.00000000000,0.09157371521,534.60403346700,5402.37007793000,96,937.73515290000,0
1774,7703903,AD,2016,1398,APTC,580136,447.00000000000,-0.10628676415,1.76793491840,1.87422168255,0.76134453121,0.39395640920,340.32100544900,4,-1361.00000000000,0.73296904564,331.26712483500,1774.30681947000,97,203.76406030000,0
2314,7709081,AD,2016,1399,APTC,580822,580.00000000000,-0.14012527466,0.94134718180,1.08147245646,0.27750540516,0.18933488550,160.95313499100,4,-644.00000000000,0.24046069384,254.30792400900,2314.33727952000,98,293.31818610000,0
806,7709072,AD,2016,1400,APTC,581979,200.00000000000,0.18362194300,0.55691599846,0.37329405546,0.36310777731,0.08448739689,72.62155546250,4,-290.00000000000,0.37034074962,156.94940672700,805.87033835600,99,69.09443732000,0
35273,7709601,AD,2016,1401,APTC,583144,8820.00000000000,-2.93191432953,4.14098072052,7.07289505005,-0.14482071935,1.12736362544,-1277.31874466000,4,5109.00000000000,-0.21045398712,1118.55842519000,35272.87560040000,100,12279.56631000000,0
2983,7709476,AD,2016,1402,APTC,583468,752.00000000000,-0.40193843842,2.27098083496,2.67291927338,0.64942789712,0.60814795106,488.36977863300,4,-1953.00000000000,0.57555294037,404.33106548200,2983.06839520000,101,415.46244730000,0
1714,7706197,AD,2016,1403,APTC,583613,428.00000000000,-0.10569620132,1.58428144455,1.68997764587,0.37597782701,0.34577402544,160.91850996000,4,-644.00000000000,0.26770332456,283.03560491000,1714.09201776000,102,194.37615960000,0
36318,7703086,AD,2016,1404,APTC,583756,9085.00000000000,-2.44168853760,2.53512907028,4.97681760788,0.17222317806,0.78479570595,1564.64757268000,4,-6259.00000000000,0.18330849707,900.23184024600,36317.91221040000,103,12781.00405000000,0
10950,7701392,AD,2016,1405,APTC,584211,2738.00000000000,-2.25107669830,1.89506554604,4.14614224434,-0.19910800449,0.73485404391,-545.15771629600,4,2181.00000000000,-0.14022850990,455.60410482900,10950.30102370000,104,2470.26655000000,0
1116,7701561,AD,2016,1406,APTC,583915,278.00000000000,-2.22030067444,0.21286180615,2.43316248059,-0.70328135566,0.51877972039,-195.51221687400,4,782.00000000000,-0.65792596340,183.37016270000,1116.29037816000,105,107.94103010000,1
4315,7701036,AD,2016,1407,APTC,588707,1078.00000000000,-1.45625686646,1.59711837769,3.05337524414,0.01219179402,0.51225075580,13.14275395870,4,-53.00000000000,0.01094651222,365.31251168300,4315.23056843000,106,689.15914010000,0
16110,7706009,AD,2016,1408,APTC,589111,4029.00000000000,-2.53248691559,5.35239982605,7.88488674164,0.43790059126,1.23913910599,1764.30148220000,4,-7057.00000000000,0.22090244293,921.04431352000,16109.61248920000,107,4193.84859000000,0
45462,7702975,AD,2016,1409,APTC,589725,11355.00000000000,-9.79899024963,3.09549283981,12.89448308940,-1.88280495047,2.56645545608,-21379.25021260000,4,85517.00000000000,-1.23509979248,1549.03050161000,45462.39530730000,108,17388.45476000000,1
9497,7703697,AD,2016,1410,APTC,589843,2378.00000000000,-3.51018619537,1.67095088959,5.18113708496,-0.31550019844,0.75402426284,-750.25947189300,4,3001.00000000000,-0.25000000000,690.27156644100,9497.40753258000,109,2032.29284800000,1
6133,7703740,AD,2016,1411,APTC,589509,1501.00000000000,-2.23515605927,1.55275249481,3.78790855408,-0.14623016750,0.65257229193,-219.49148142300,4,878.00000000000,-0.11485481262,437.67830980500,6132.69292628000,110,1115.93827200000,0
12848,7702410,AD,2016,1412,APTC,584199,3210.00000000000,-2.51502132416,2.09312152863,4.60814285278,0.42580507291,0.72796839573,1366.83428405000,4,-5467.00000000000,0.47390151024,916.74219249200,12848.04018630000,111,3075.46888100000,0
15842,7707735,AD,2016,1413,APTC,589111,3963.00000000000,-4.25004339218,5.31566333771,9.56570672989,-0.03117867729,1.43118564228,-123.56109809900,4,494.00000000000,0.05236148834,851.74380337500,15841.75472700000,112,4098.50295300000,0
2148,7703584,AD,2016,1414,APTC,589226,540.00000000000,-1.64580559731,0.80835533142,2.45416092873,-0.33513242492,0.48435644058,-180.97150945700,4,724.00000000000,-0.30882096291,279.21873984300,2148.48820219000,113,264.86228690000,1
1634,7669254,AD,2016,1415,APTC,558583,408.00000000000,-0.49977111816,1.11175918579,1.61153030396,0.30059439528,0.35303296167,122.64251327500,4,-491.00000000000,0.29311180115,301.22251228400,1633.84650528000,114,182.04782330000,0
8588,7651570,AD,2016,1416,APTC,576161,2148.00000000000,-3.14994907379,0.82282334566,3.97277241945,-0.99441491978,0.70347141626,-2136.00324769000,4,8544.00000000000,-0.94461280108,1001.22315889000,8588.26232108000,115,1770.46389300000,1
